Order_ID,Order_Date,Product_ID,Sales_Rep_ID,Region_ID,Quantity_Sold,Unit_Price,Total_Sales,Profit,Return_Flag,Time,Year,Month,Day_of_Week,Hour
1116,2023-05-30,202,303,105,3,314,941,198,FALSE,17:58,2023,5,Tuesday,17
1117,2024-07-26,205,302,101,6,390,2341,585,FALSE,09:10,2024,7,Friday,9
1118,2023-05-25,205,301,104,8,623,4986,1496,FALSE,14:05,2023,5,Thursday,14
1119,2023-02-05,205,304,104,2,644,1287,193,FALSE,11:06,2023,2,Sunday,11
1120,2024-02-16,203,301,105,3,459,1376,234,FALSE,23:54,2024,2,Friday,23
1121,2024-05-04,201,303,105,1,502,502,95,TRUE,00:21,2024,5,Saturday,0
1122,2023-02-06,203,305,102,7,409,2862,601,FALSE,00:15,2023,2,Monday,0
1123,2023-12-09,204,303,105,4,154,616,154,FALSE,19:56,2023,12,Saturday,19
1124,2023-09-07,202,304,102,7,401,2809,843,FALSE,14:25,2023,9,Thursday,14
1125,2022-12-27,202,302,104,3,377,1131,170,FALSE,13:50,2022,12,Tuesday,13
1126,2023-03-19,202,303,102,10,610,6102,1037,TRUE,22:47,2023,3,Sunday,22
1127,2023-04-17,205,304,104,6,594,3565,677,FALSE,01:26,2023,4,Monday,1
1128,2023-05-19,202,304,105,8,179,1430,300,FALSE,05:16,2023,5,Friday,5
1129,2023-01-16,202,303,105,4,344,1378,344,FALSE,13:57,2023,1,Monday,13
1130,2023-04-21,201,305,103,2,100,201,60,FALSE,21:10,2023,4,Friday,21
1131,2023-10-17,201,303,102,10,427,4273,641,TRUE,19:11,2023,10,Tuesday,19
1132,2022-11-13,204,302,105,5,61,303,51,FALSE,14:25,2022,11,Sunday,14
1133,2023-01-30,203,304,105,3,87,260,49,FALSE,09:56,2023,1,Monday,9
1134,2024-02-16,202,302,105,7,168,1177,247,FALSE,01:00,2024,2,Friday,1
1135,2024-03-31,202,305,105,2,67,135,34,FALSE,21:44,2024,3,Sunday,21
1136,2023-03-23,203,303,101,6,104,623,187,TRUE,15:10,2023,3,Thursday,15
1137,2024-06-23,205,304,104,6,492,2953,443,FALSE,05:50,2024,6,Sunday,5
1138,2023-12-15,205,304,104,5,309,1547,263,FALSE,18:48,2023,12,Friday,18
1139,2023-09-21,201,301,104,2,577,1155,219,TRUE,02:42,2023,9,Thursday,2
1140,2023-12-20,205,302,103,7,571,3995,839,FALSE,04:52,2023,12,Wednesday,4
1141,2023-04-10,202,301,101,10,374,3736,934,FALSE,21:14,2023,4,Monday,21
1142,2023-06-02,205,305,105,4,432,1728,518,FALSE,13:11,2023,6,Friday,13
1143,2023-05-23,203,305,103,1,88,88,13,FALSE,13:44,2023,5,Tuesday,13
1144,2023-07-20,202,303,104,4,107,429,73,FALSE,00:51,2023,7,Thursday,0
1145,2023-07-22,202,304,105,1,248,248,47,FALSE,04:10,2023,7,Saturday,4
1146,2024-02-21,205,305,105,2,177,353,74,TRUE,00:06,2024,2,Wednesday,0
1147,2023-01-01,203,305,105,5,464,2319,580,FALSE,13:05,2023,1,Sunday,13
1148,2024-04-29,201,303,105,8,507,4058,1217,FALSE,10:25,2024,4,Monday,10
1149,2024-04-27,204,303,102,3,166,497,75,FALSE,14:50,2024,4,Saturday,14
1150,2024-09-26,205,301,103,5,334,1670,284,FALSE,09:34,2024,9,Thursday,9
1151,2024-07-08,201,304,101,3,418,1254,238,FALSE,08:15,2024,7,Monday,8
1152,2023-06-05,201,301,102,1,408,408,86,FALSE,13:13,2023,6,Monday,13
1153,2023-09-14,202,304,102,4,417,1668,417,FALSE,23:35,2023,9,Thursday,23
1154,2023-12-07,203,304,103,5,132,661,198,FALSE,16:06,2023,12,Thursday,16
1155,2024-09-24,204,305,103,6,450,2699,405,FALSE,16:00,2024,9,Tuesday,16
1156,2023-07-29,205,301,102,3,67,200,34,TRUE,12:17,2023,7,Saturday,12
1157,2023-11-07,202,305,104,2,374,749,142,TRUE,19:07,2023,11,Tuesday,19
1158,2024-05-14,203,305,102,1,312,312,65,FALSE,00:38,2024,5,Tuesday,0
1159,2024-06-04,205,305,104,6,165,990,248,FALSE,03:20,2024,6,Tuesday,3
1160,2024-01-24,201,301,105,8,519,4153,1246,FALSE,15:20,2024,1,Wednesday,15
1161,2022-11-05,204,302,102,6,47,284,43,TRUE,03:12,2022,11,Saturday,3
1162,2023-09-02,202,303,102,8,329,2632,447,FALSE,07:42,2023,9,Saturday,7
1163,2024-08-14,202,301,101,9,377,3391,644,FALSE,17:10,2024,8,Wednesday,17
1164,2023-09-04,205,303,105,3,611,1832,385,FALSE,09:27,2023,9,Monday,9
1165,2022-11-20,204,301,103,2,567,1133,283,FALSE,22:10,2022,11,Sunday,22
1166,2023-05-20,202,302,104,1,598,598,179,FALSE,23:17,2023,5,Saturday,23
1167,2023-11-12,204,304,102,10,275,2753,413,FALSE,15:57,2023,11,Sunday,15
1168,2023-12-07,205,304,101,9,397,3574,608,FALSE,13:08,2023,12,Thursday,13
1169,2024-05-23,203,303,105,1,576,576,109,FALSE,01:40,2024,5,Thursday,1
1170,2023-07-29,203,303,102,1,365,365,77,FALSE,17:40,2023,7,Saturday,17
1171,2024-07-17,203,305,102,5,570,2849,712,FALSE,04:23,2024,7,Wednesday,4
1172,2024-08-29,205,302,104,10,122,1225,367,FALSE,09:12,2024,8,Thursday,9
1173,2024-03-21,203,305,101,6,144,862,129,FALSE,05:51,2024,3,Thursday,5
1174,2024-09-05,205,305,102,4,587,2348,399,FALSE,02:13,2024,9,Thursday,2
1175,2023-04-30,203,305,103,5,248,1240,236,TRUE,18:08,2023,4,Sunday,18
1176,2024-02-17,205,305,105,10,53,534,112,FALSE,07:18,2024,2,Saturday,7
1177,2023-02-04,203,303,101,10,199,1994,499,FALSE,04:58,2023,2,Saturday,4
1178,2024-06-18,204,305,103,4,622,2487,746,FALSE,12:39,2024,6,Tuesday,12
1179,2024-08-12,205,303,105,8,656,5249,787,FALSE,22:17,2024,8,Monday,22
1180,2023-03-19,205,304,102,9,58,526,89,TRUE,08:57,2023,3,Sunday,8
1181,2023-11-17,201,305,103,3,130,391,74,FALSE,15:50,2023,11,Friday,15
1182,2024-05-07,203,302,104,8,64,516,108,TRUE,07:06,2024,5,Tuesday,7
1183,2022-11-22,201,303,101,7,491,3438,860,FALSE,07:27,2022,11,Tuesday,7
1184,2023-12-02,201,304,105,9,539,4851,1455,FALSE,18:54,2023,12,Saturday,18
1185,2023-11-04,202,305,105,4,122,487,73,FALSE,04:49,2023,11,Saturday,4
1186,2023-05-13,201,305,101,5,540,2702,459,TRUE,22:41,2023,5,Saturday,22
1187,2024-06-23,202,303,105,4,218,871,166,FALSE,00:00,2024,6,Sunday,0
1188,2024-06-25,201,301,104,5,493,2467,518,FALSE,08:35,2024,6,Tuesday,8
1189,2022-11-07,204,304,105,1,400,400,100,FALSE,23:09,2022,11,Monday,23
1190,2024-10-11,201,303,104,9,203,1824,547,TRUE,08:06,2024,10,Friday,8
1191,2024-02-08,203,303,102,5,495,2473,371,TRUE,06:21,2024,2,Thursday,6
1192,2023-02-19,205,303,101,7,302,2114,359,FALSE,07:23,2023,2,Sunday,7
1193,2024-02-03,204,305,102,4,292,1169,222,FALSE,21:35,2024,2,Saturday,21
1194,2022-12-08,201,302,104,6,188,1126,236,FALSE,08:49,2022,12,Thursday,8
1195,2024-09-15,203,304,105,7,365,2557,639,FALSE,00:32,2024,9,Sunday,0
1196,2023-07-21,201,303,104,4,550,2198,659,TRUE,07:22,2023,7,Friday,7
1197,2023-12-18,201,303,102,5,61,304,46,TRUE,23:09,2023,12,Monday,23
1198,2023-12-16,203,305,101,6,479,2874,489,TRUE,05:34,2023,12,Saturday,5
1199,2023-10-23,203,303,104,8,278,2227,423,FALSE,21:12,2023,10,Monday,21
1200,2022-10-26,202,302,103,10,401,4008,842,FALSE,04:19,2022,10,Wednesday,4
1201,2024-03-08,203,303,101,9,446,4015,1004,FALSE,18:49,2024,3,Friday,18
1202,2024-01-14,201,304,101,3,235,705,212,TRUE,01:29,2024,1,Sunday,1
1203,2024-08-05,201,303,103,7,284,1989,298,FALSE,20:20,2024,8,Monday,20
1204,2023-02-12,204,304,103,9,422,3798,646,FALSE,07:22,2023,2,Sunday,7
1205,2023-04-30,205,305,104,6,179,1073,204,FALSE,04:02,2023,4,Sunday,4
1206,2024-04-27,201,305,101,5,273,1366,287,FALSE,05:15,2024,4,Saturday,5
1207,2023-08-26,205,301,103,9,125,1126,281,FALSE,02:05,2023,8,Saturday,2
1208,2023-05-03,204,301,103,10,322,3216,965,FALSE,01:48,2023,5,Wednesday,1
1209,2024-06-04,205,304,101,5,219,1095,164,FALSE,02:35,2024,6,Tuesday,2
1210,2023-11-17,202,302,105,4,123,494,84,FALSE,02:28,2023,11,Friday,2
1211,2023-03-12,204,301,102,2,644,1288,245,FALSE,04:20,2023,3,Sunday,4
1212,2024-08-10,204,302,105,7,278,1943,408,FALSE,06:10,2024,8,Saturday,6
1213,2024-07-13,203,302,104,4,310,1240,310,FALSE,02:25,2024,7,Saturday,2
1214,2022-12-23,204,302,104,5,352,1759,528,FALSE,01:58,2022,12,Friday,1
1215,2024-02-18,202,304,105,2,504,1008,151,FALSE,08:59,2024,2,Sunday,8
1216,2024-06-04,204,304,101,9,562,5060,860,FALSE,06:46,2024,6,Tuesday,6
1217,2022-12-30,202,303,101,10,332,3324,632,FALSE,03:43,2022,12,Friday,3
1218,2023-09-08,204,301,102,4,203,814,171,TRUE,20:54,2023,9,Friday,20
1219,2023-02-15,205,304,103,8,311,2490,623,FALSE,14:53,2023,2,Wednesday,14
1220,2024-08-26,205,301,104,10,624,6235,1871,FALSE,06:26,2024,8,Monday,6
1221,2022-12-27,204,301,104,2,208,417,63,FALSE,13:43,2022,12,Tuesday,13
1222,2024-09-16,201,303,104,7,380,2660,452,TRUE,00:00,2024,9,Monday,0
1223,2024-01-14,204,301,101,2,599,1198,228,FALSE,17:28,2024,1,Sunday,17
1224,2024-09-11,203,302,101,6,251,1503,316,TRUE,23:31,2024,9,Wednesday,23
1225,2023-01-17,205,302,103,9,114,1029,257,TRUE,16:59,2023,1,Tuesday,16
1226,2024-06-28,205,303,103,4,504,2015,604,FALSE,01:07,2024,6,Friday,1
1227,2023-09-24,203,305,101,9,570,5128,769,FALSE,11:12,2023,9,Sunday,11
1228,2024-02-29,204,301,105,6,591,3546,603,FALSE,01:31,2024,2,Thursday,1
1229,2023-08-25,201,305,105,2,347,694,132,FALSE,05:22,2023,8,Friday,5
1230,2023-04-14,203,302,103,5,399,1993,419,FALSE,13:04,2023,4,Friday,13
1231,2023-01-23,201,304,101,1,94,94,24,FALSE,02:59,2023,1,Monday,2
1232,2024-01-16,203,302,102,10,345,3447,1034,TRUE,07:20,2024,1,Tuesday,7
1233,2024-03-30,202,303,102,5,81,406,61,FALSE,21:00,2024,3,Saturday,21
1234,2023-04-13,202,303,102,7,417,2921,497,FALSE,13:47,2023,4,Thursday,13
1235,2023-02-26,205,304,102,2,500,1000,190,FALSE,21:03,2023,2,Sunday,21
1236,2023-09-26,204,303,104,5,472,2359,495,FALSE,15:01,2023,9,Tuesday,15
1237,2023-11-29,202,304,104,10,486,4856,1214,FALSE,11:13,2023,11,Wednesday,11
1238,2024-05-10,202,304,103,3,117,351,105,FALSE,12:43,2024,5,Friday,12
1239,2023-12-05,202,303,103,9,355,3195,479,FALSE,06:48,2023,12,Tuesday,6
1240,2023-04-28,202,304,104,4,192,768,131,FALSE,18:30,2023,4,Friday,18
1241,2023-08-09,202,301,104,8,320,2564,487,FALSE,15:23,2023,8,Wednesday,15
1242,2022-12-29,203,301,103,9,604,5433,1141,TRUE,02:32,2022,12,Thursday,2
1243,2024-04-05,203,304,105,8,630,5044,1261,TRUE,20:47,2024,4,Friday,20
1244,2024-08-02,201,304,104,8,176,1412,423,TRUE,18:08,2024,8,Friday,18
1245,2024-08-31,202,303,102,10,245,2447,367,FALSE,23:45,2024,8,Saturday,23
1246,2024-09-07,201,304,102,9,327,2944,500,TRUE,09:13,2024,9,Saturday,9
1247,2024-02-26,203,301,103,9,505,4548,864,FALSE,04:58,2024,2,Monday,4
1248,2024-07-03,204,301,104,8,208,1666,350,FALSE,16:03,2024,7,Wednesday,16
1249,2023-08-19,204,303,105,5,544,2721,680,FALSE,18:24,2023,8,Saturday,18
1250,2023-10-02,205,305,104,7,495,3465,1039,FALSE,18:36,2023,10,Monday,18
1251,2022-12-18,202,302,102,1,79,79,12,FALSE,02:50,2022,12,Sunday,2
1252,2022-11-06,202,301,105,1,499,499,85,FALSE,10:02,2022,11,Sunday,10
1253,2022-12-29,201,304,105,6,636,3818,725,TRUE,10:43,2022,12,Thursday,10
1254,2023-01-06,205,302,104,1,74,74,15,FALSE,22:06,2023,1,Friday,22
1255,2024-03-26,205,304,101,2,240,480,120,FALSE,07:18,2024,3,Tuesday,7
1256,2022-11-19,205,303,101,4,266,1065,319,FALSE,15:03,2022,11,Saturday,15
1257,2023-10-09,204,301,101,8,112,895,134,FALSE,23:29,2023,10,Monday,23
1258,2023-02-01,201,303,101,1,454,454,77,FALSE,12:53,2023,2,Wednesday,12
1259,2023-02-10,205,303,103,3,136,407,77,FALSE,10:58,2023,2,Friday,10
1260,2024-07-25,201,303,101,2,622,1243,261,FALSE,06:58,2024,7,Thursday,6
1261,2024-04-03,205,301,105,6,482,2889,722,FALSE,02:36,2024,4,Wednesday,2
1262,2022-12-06,201,302,103,7,104,726,218,FALSE,17:39,2022,12,Tuesday,17
1263,2023-07-13,204,301,101,8,468,3744,562,TRUE,12:46,2023,7,Thursday,12
1264,2023-10-28,202,302,104,6,199,1193,203,TRUE,23:36,2023,10,Saturday,23
1265,2024-05-10,201,303,103,6,579,3473,660,FALSE,03:09,2024,5,Friday,3
1266,2023-11-05,203,301,105,3,150,450,95,FALSE,10:21,2023,11,Sunday,10
1267,2024-06-26,204,301,101,5,299,1495,374,FALSE,07:47,2024,6,Wednesday,7
1268,2023-05-09,204,305,105,5,72,362,109,TRUE,02:45,2023,5,Tuesday,2
1269,2022-11-30,202,305,104,5,419,2096,314,FALSE,09:12,2022,11,Wednesday,9
1270,2023-09-10,204,304,103,9,358,3224,548,TRUE,10:05,2023,9,Sunday,10
1271,2023-10-04,202,302,102,6,650,3900,741,FALSE,21:25,2023,10,Wednesday,21
1272,2023-09-15,202,305,101,8,186,1488,312,FALSE,11:28,2023,9,Friday,11
1273,2024-03-31,201,302,103,1,100,100,25,FALSE,03:41,2024,3,Sunday,3
1274,2023-08-02,203,301,103,4,393,1572,472,FALSE,06:18,2023,8,Wednesday,6
1275,2023-04-18,205,304,101,7,565,3958,594,FALSE,06:51,2023,4,Tuesday,6
1276,2024-05-03,202,303,103,10,611,6112,1039,TRUE,01:35,2024,5,Friday,1
1277,2022-12-18,205,304,102,8,399,3192,606,FALSE,19:22,2022,12,Sunday,19
1278,2023-02-13,201,304,101,5,642,3212,675,FALSE,12:12,2023,2,Monday,12
1279,2022-11-12,205,304,105,3,101,303,76,FALSE,11:12,2022,11,Saturday,11
1280,2024-09-22,204,302,105,5,128,641,192,FALSE,07:19,2024,9,Sunday,7
1281,2023-06-07,203,303,102,6,503,3020,453,FALSE,19:48,2023,6,Wednesday,19
1282,2023-07-18,204,302,104,1,116,116,20,FALSE,02:28,2023,7,Tuesday,2
1283,2023-09-08,201,302,105,8,482,3859,733,FALSE,08:08,2023,9,Friday,8
1284,2024-08-03,204,302,101,4,173,692,145,FALSE,09:52,2024,8,Saturday,9
1285,2024-02-18,204,302,105,6,90,540,135,FALSE,01:32,2024,2,Sunday,1
1286,2022-12-13,201,305,105,3,272,817,245,FALSE,18:04,2022,12,Tuesday,18
1287,2024-02-28,205,304,104,10,385,3854,578,FALSE,11:03,2024,2,Wednesday,11
1288,2023-11-10,202,305,105,8,485,3878,659,FALSE,12:22,2023,11,Friday,12
1289,2023-05-31,205,303,101,1,612,612,116,FALSE,01:59,2023,5,Wednesday,1
1290,2024-04-04,203,303,103,4,427,1706,358,FALSE,14:46,2024,4,Thursday,14
1291,2023-09-07,201,301,103,3,597,1792,448,FALSE,07:32,2023,9,Thursday,7
1292,2024-02-15,201,301,102,10,495,4946,1484,FALSE,18:12,2024,2,Thursday,18
1293,2023-11-03,201,302,105,6,210,1259,189,FALSE,17:12,2023,11,Friday,17
1294,2024-06-12,203,303,103,8,646,5171,879,FALSE,06:42,2024,6,Wednesday,6
1295,2024-01-08,205,305,102,8,443,3544,673,TRUE,19:31,2024,1,Monday,19
1296,2023-10-26,202,302,101,6,143,858,180,FALSE,22:36,2023,10,Thursday,22
1297,2023-05-24,204,303,102,5,429,2147,537,FALSE,16:00,2023,5,Wednesday,16
1298,2022-11-30,203,303,101,6,133,799,240,FALSE,03:30,2022,11,Wednesday,3
1299,2022-11-30,203,301,103,7,648,4536,680,TRUE,00:20,2022,11,Wednesday,0
1300,2023-11-11,205,303,105,10,620,6202,1054,FALSE,03:16,2023,11,Saturday,3
1301,2023-12-09,202,301,105,5,568,2839,539,FALSE,19:46,2023,12,Saturday,19
